RespId,weight,ppage,educ,race,gender,income_cat,voter_category
474157,0.7492,64,High school or less,Black,Female,Less than $40k,sporadic
474158,0.396,67,College,Hispanic,Female,Less than $40k,always
474159,0.7621,75,High school or less,Hispanic,Male,$75-125k,always
474160,1.6103,65,High school or less,White,Female,$40-75k,always
474162,0.8216,29,College,Hispanic,Male,$125k or more,sporadic
474164,0.9264,74,College,White,Male,$125k or more,always
474165,0.8044,29,College,Other/Mixed,Male,$40-75k,rarely/never
474167,0.8718,59,College,White,Male,$125k or more,sporadic
474168,0.8473,65,Some college,White,Female,$40-75k,always
484465,0.8652,23,Some college,White,Male,Less than $40k,always
474170,1.0749,36,Some college,White,Male,Less than $40k,sporadic
474172,1.2219,55,Some college,White,Female,$40-75k,sporadic
474173,0.6646,27,College,White,Male,Less than $40k,rarely/never
474174,0.8184,63,College,White,Male,$75-125k,sporadic
474175,0.4655,58,College,Black,Male,$125k or more,sporadic
474176,0.9511,73,College,White,Male,$125k or more,rarely/never
474179,0.7492,67,High school or less,Black,Female,Less than $40k,always
474180,1.2745,48,Some college,White,Male,$125k or more,sporadic
474182,1.0361,58,High school or less,Black,Female,Less than $40k,sporadic
474183,1.0274,54,High school or less,Hispanic,Male,$40-75k,rarely/never
474184,1.0767,58,College,White,Male,$125k or more,sporadic
474185,0.7321,73,College,White,Female,$75-125k,sporadic
474186,0.7107,73,Some college,Hispanic,Female,$75-125k,sporadic
474188,1.143,68,High school or less,White,Female,$125k or more,rarely/never
474190,0.5872,83,Some college,Black,Female,$75-125k,always
484488,1.0064,61,High school or less,White,Female,$75-125k,always
474191,0.8044,61,College,White,Male,$75-125k,always
474192,0.3936,79,Some college,Black,Male,$40-75k,sporadic
474193,1.1049,59,Some college,White,Female,Less than $40k,always
474194,1.4129,22,High school or less,White,Female,$40-75k,always
474195,1.2286,59,High school or less,White,Female,Less than $40k,rarely/never
474196,1.0808,33,Some college,White,Female,$75-125k,sporadic
474197,0.9945,75,Some college,White,Male,$75-125k,sporadic
484496,0.9608,67,High school or less,White,Female,Less than $40k,always
474198,1.0267,62,College,White,Female,$125k or more,sporadic
474200,1.237,35,Some college,White,Female,Less than $40k,rarely/never
474201,0.9746,68,College,White,Male,$125k or more,always
474204,1.0274,37,College,White,Male,$75-125k,always
474207,0.8683,61,College,White,Female,$75-125k,always
474208,0.9789,29,College,Other/Mixed,Female,$125k or more,rarely/never
474209,1.1166,30,College,White,Female,$40-75k,rarely/never
474210,1.0868,39,High school or less,White,Male,Less than $40k,rarely/never
474212,1.1166,41,College,White,Female,$40-75k,always
474214,0.4655,47,College,Black,Male,$125k or more,sporadic
474215,0.5771,34,College,Black,Male,$125k or more,sporadic
474216,1.0844,59,College,White,Male,$125k or more,always
474217,0.9726,50,Some college,White,Male,$75-125k,sporadic
474219,1.9088,60,High school or less,Other/Mixed,Male,$40-75k,rarely/never
474221,0.9936,29,College,White,Female,$40-75k,rarely/never
474222,0.3353,67,College,Black,Male,$75-125k,sporadic
474224,1.2194,64,High school or less,White,Male,$125k or more,always
474225,0.3402,69,College,Black,Female,Less than $40k,sporadic
474226,0.9252,58,College,Other/Mixed,Male,$125k or more,always
474227,1.0143,58,High school or less,White,Male,Less than $40k,rarely/never
474228,1.0822,47,High school or less,Black,Female,Less than $40k,sporadic
474230,1.2779,39,College,White,Male,$125k or more,sporadic
474231,2.4401,27,High school or less,Black,Male,Less than $40k,rarely/never
474232,1.7495,27,High school or less,Other/Mixed,Female,$75-125k,rarely/never
484532,0.7607,29,College,White,Male,$40-75k,rarely/never
474233,1.5705,53,Some college,White,Female,$125k or more,always
474236,0.9746,69,College,White,Male,$125k or more,always
474238,0.3569,63,College,Black,Female,$75-125k,sporadic
474240,1.6988,41,Some college,White,Female,$125k or more,rarely/never
474241,1.2471,42,College,White,Male,$125k or more,sporadic
484542,0.7568,31,College,Other/Mixed,Male,$40-75k,always
484543,1.0039,31,High school or less,Black,Male,Less than $40k,rarely/never
474242,1.0458,26,High school or less,White,Male,$40-75k,sporadic
474243,1.9957,27,High school or less,Hispanic,Male,Less than $40k,rarely/never
474244,0.8951,48,College,White,Male,$125k or more,sporadic
474245,0.7903,30,College,Other/Mixed,Female,$75-125k,always
474246,0.9131,50,High school or less,Hispanic,Male,Less than $40k,sporadic
474247,1.1975,31,High school or less,Hispanic,Female,Less than $40k,sporadic
474249,1.2147,43,College,White,Male,$125k or more,sporadic
474250,1.0233,31,College,White,Female,$75-125k,rarely/never
474252,0.9676,66,College,White,Male,$125k or more,sporadic
474254,1.2904,34,High school or less,Hispanic,Male,Less than $40k,rarely/never
474255,1.374,41,College,White,Female,$125k or more,sporadic
484562,1.1741,27,High school or less,White,Female,$40-75k,rarely/never
474260,0.5464,46,Some college,Black,Male,$40-75k,rarely/never
474261,1.4389,29,Some college,Black,Female,$125k or more,always
474262,0.8473,68,Some college,White,Female,Less than $40k,always
474264,1.284,42,High school or less,White,Female,Less than $40k,sporadic
474266,1.1037,57,High school or less,White,Male,Less than $40k,rarely/never
474267,0.4128,52,College,Black,Male,$75-125k,rarely/never
474268,0.7889,66,High school or less,Black,Female,Less than $40k,always
474270,1.2342,43,High school or less,White,Female,$40-75k,rarely/never
484575,0.9136,27,High school or less,White,Male,Less than $40k,rarely/never
474272,1.09,49,High school or less,Black,Female,Less than $40k,rarely/never
474273,0.853,71,Some college,White,Male,$75-125k,always
484579,1.7196,49,High school or less,White,Male,Less than $40k,rarely/never
474275,1.0844,54,College,White,Male,$125k or more,always
474276,1.1131,53,High school or less,Hispanic,Female,$125k or more,rarely/never
474278,0.4282,47,College,Black,Male,$40-75k,always
484585,0.755,72,High school or less,Hispanic,Male,$40-75k,rarely/never
474279,0.8699,68,Some college,White,Female,Less than $40k,sporadic
474280,1.8564,23,High school or less,Black,Female,$40-75k,rarely/never
474281,0.7946,65,High school or less,Black,Female,Less than $40k,always
474282,0.8576,67,High school or less,Black,Female,$40-75k,sporadic
474286,0.7605,29,College,White,Male,$75-125k,always
474287,0.5069,58,College,Hispanic,Female,$125k or more,rarely/never
474289,1.1984,68,Some college,White,Female,$75-125k,sporadic
474290,0.8473,77,Some college,White,Female,$40-75k,always
474292,1.4698,40,High school or less,White,Female,$40-75k,always
474293,0.6322,70,College,White,Male,$40-75k,sporadic
474295,0.9782,59,College,White,Female,$75-125k,always
484603,0.9933,68,Some college,Other/Mixed,Female,Less than $40k,sporadic
474298,1.073,37,College,White,Male,$75-125k,rarely/never
474299,1.5831,36,High school or less,Hispanic,Female,$75-125k,rarely/never
474300,0.5874,72,College,Other/Mixed,Female,$75-125k,always
474301,0.9186,72,High school or less,White,Female,Less than $40k,sporadic
474302,0.5402,63,Some college,Black,Female,$40-75k,rarely/never
474303,0.9908,49,College,White,Male,$125k or more,always
474304,0.7575,48,College,White,Male,$40-75k,sporadic
474305,0.926,54,High school or less,White,Male,$40-75k,sporadic
474306,1.104,58,College,White,Female,$40-75k,always
474307,1.0932,39,Some college,Other/Mixed,Male,$75-125k,sporadic
474310,0.8047,61,Some college,White,Female,Less than $40k,sporadic
474311,0.3728,65,College,Black,Female,$75-125k,sporadic
474312,0.7701,67,College,White,Female,$75-125k,always
474313,1.8623,43,High school or less,White,Male,Less than $40k,rarely/never
474314,1.0767,50,College,White,Male,$125k or more,sporadic
484625,1.0037,28,College,White,Male,$125k or more,sporadic
474317,0.9835,31,College,White,Female,Less than $40k,rarely/never
474320,0.556,53,College,Black,Female,$75-125k,sporadic
474322,0.9046,41,College,White,Male,$75-125k,sporadic
474323,0.4279,69,Some college,Black,Male,$40-75k,sporadic
474324,1.2162,31,Some college,Other/Mixed,Female,$40-75k,sporadic
474325,0.5101,45,Some college,Black,Male,Less than $40k,sporadic
474326,0.9198,28,College,Hispanic,Male,$40-75k,always
474327,1.3521,40,High school or less,White,Female,Less than $40k,sporadic
474328,1.244,42,High school or less,White,Male,$40-75k,sporadic
474329,1.3995,41,Some college,White,Female,$75-125k,sporadic
474330,1.0321,78,High school or less,White,Male,$75-125k,always
474331,0.7934,36,College,White,Male,$75-125k,rarely/never
474332,0.885,73,Some college,White,Female,$40-75k,always
474333,0.9161,28,Some college,White,Male,$40-75k,always
474335,1.3858,60,High school or less,Hispanic,Female,$125k or more,rarely/never
474336,1.0296,37,High school or less,Black,Male,$40-75k,sporadic
474337,1.1025,76,Some college,White,Female,$40-75k,always
474338,0.5948,57,Some college,Hispanic,Female,Less than $40k,sporadic
474339,1.1171,59,High school or less,White,Female,Less than $40k,sporadic
474340,0.6178,58,Some college,Hispanic,Female,$75-125k,sporadic
474341,0.9051,73,Some college,White,Female,$75-125k,sporadic
474342,1.3041,55,College,White,Female,$125k or more,always
474343,0.9791,29,College,Hispanic,Female,$125k or more,rarely/never
474345,0.6463,54,Some college,Black,Male,$40-75k,rarely/never
474347,1.0767,57,College,White,Male,$125k or more,sporadic
474348,0.8404,69,Some college,White,Female,Less than $40k,sporadic
484661,0.4085,45,College,Hispanic,Male,$125k or more,sporadic
474350,0.7981,33,Some college,Black,Female,Less than $40k,rarely/never
474351,1.4351,34,College,White,Female,$125k or more,sporadic
474353,0.7607,25,College,White,Male,$40-75k,always
474354,0.6189,54,Some college,Hispanic,Female,$75-125k,always
474356,0.8718,53,College,White,Male,$75-125k,rarely/never
474360,0.8926,40,College,White,Male,Less than $40k,rarely/never
474361,0.9125,72,High school or less,White,Female,Less than $40k,sporadic
474362,1.0822,59,High school or less,Black,Female,Less than $40k,sporadic
474363,1.1235,66,High school or less,White,Female,$75-125k,always
474364,0.4962,45,Some college,Hispanic,Female,Less than $40k,rarely/never
474365,1.0591,66,High school or less,White,Female,$40-75k,always
474367,0.6823,27,College,White,Male,Less than $40k,rarely/never
474368,0.8216,27,Some college,White,Male,Less than $40k,rarely/never
474369,1.3041,54,College,White,Female,$125k or more,sporadic
474370,1.1444,42,High school or less,White,Male,$40-75k,sporadic
474371,1.0279,77,Some college,White,Female,$75-125k,always
474372,0.492,66,College,Black,Female,$125k or more,sporadic
474373,0.9951,72,College,White,Female,$75-125k,always
474374,0.4264,68,College,Black,Female,$75-125k,always
474378,0.7835,64,College,White,Male,$125k or more,sporadic
484692,1.1355,28,Some college,Hispanic,Female,$40-75k,rarely/never
474379,0.9944,29,College,Hispanic,Female,$125k or more,always
474380,1.2162,33,Some college,Other/Mixed,Female,$40-75k,sporadic
484695,0.9784,55,High school or less,Hispanic,Female,$40-75k,rarely/never
474382,1.1045,52,Some college,White,Male,$125k or more,sporadic
474384,2.0959,55,High school or less,White,Female,$40-75k,sporadic
474385,1.7494,27,High school or less,Hispanic,Female,$40-75k,rarely/never
474387,1.0143,56,High school or less,White,Male,Less than $40k,sporadic
474388,0.8002,42,Some college,Hispanic,Male,$40-75k,always
474389,0.689,57,College,Other/Mixed,Male,$75-125k,sporadic
474391,0.2677,77,College,Hispanic,Male,$40-75k,sporadic
474393,0.8269,26,College,White,Male,$125k or more,sporadic
474394,0.9132,79,Some college,White,Male,$40-75k,sporadic
474396,0.5589,74,High school or less,Hispanic,Male,$40-75k,always
474399,0.774,62,High school or less,Hispanic,Male,$75-125k,always
484715,1.1448,58,High school or less,Hispanic,Female,Less than $40k,rarely/never
474400,0.4995,44,College,Black,Male,$75-125k,rarely/never
474401,1.2343,27,High school or less,White,Female,Less than $40k,rarely/never
484718,1.4176,31,Some college,White,Female,$40-75k,always
474402,0.8951,52,College,White,Male,$75-125k,always
474404,0.8842,59,High school or less,Hispanic,Male,$75-125k,sporadic
474405,1.6786,24,High school or less,Black,Female,Less than $40k,rarely/never
474408,1.5687,43,High school or less,Hispanic,Male,Less than $40k,sporadic
474409,0.5685,56,Some college,Black,Male,$75-125k,sporadic
474411,1.0547,42,College,White,Male,$125k or more,sporadic
474413,0.8113,58,Some college,Black,Female,$75-125k,always
474414,0.9442,24,College,White,Female,$75-125k,always
474416,1.1953,39,High school or less,White,Male,Less than $40k,sporadic
474418,0.9051,69,Some college,White,Female,$75-125k,always
474419,1.2779,30,College,White,Male,$125k or more,sporadic
474420,0.7365,26,College,Black,Female,Less than $40k,rarely/never
474421,1.5368,43,High school or less,White,Male,$125k or more,sporadic
474422,1.1621,41,College,White,Female,$125k or more,always
474424,0.3478,60,College,Hispanic,Male,$40-75k,sporadic
474427,1.2784,48,High school or less,White,Female,$75-125k,sporadic
474428,0.4689,55,College,Black,Male,$125k or more,sporadic
474431,1.2818,54,College,White,Female,$125k or more,always
474433,0.9577,25,Some college,White,Male,Less than $40k,always
474434,1.4351,31,College,White,Female,$125k or more,sporadic
474435,1.2138,38,College,White,Female,$125k or more,sporadic
474436,1.3041,55,College,White,Female,$125k or more,sporadic
474437,0.6514,67,High school or less,Hispanic,Male,$40-75k,sporadic
474438,0.9991,56,High school or less,Hispanic,Female,$75-125k,sporadic
474439,1.1037,56,High school or less,White,Male,Less than $40k,rarely/never
474443,1.1027,56,High school or less,White,Male,$40-75k,rarely/never
474444,1.644,44,High school or less,Hispanic,Female,$75-125k,sporadic
474446,1.2225,40,College,White,Female,$75-125k,always
474447,1.0767,51,College,White,Male,$125k or more,always
474449,0.8802,23,Some college,White,Male,$40-75k,rarely/never
474450,1.0267,63,College,White,Female,$125k or more,always
474454,0.9186,77,High school or less,White,Female,Less than $40k,sporadic
474455,1.2456,70,High school or less,Other/Mixed,Female,$40-75k,sporadic
474457,2.0005,30,High school or less,White,Female,Less than $40k,rarely/never
474458,1.2239,47,High school or less,White,Female,$75-125k,sporadic
474460,0.8699,66,Some college,White,Female,$40-75k,sporadic
474461,1.0583,45,College,White,Male,$125k or more,sporadic
474462,2.2747,39,High school or less,White,Female,$40-75k,sporadic
474464,1.2566,53,High school or less,White,Female,$75-125k,always
474465,0.9046,34,College,White,Male,$75-125k,sporadic
474466,1.2225,40,College,White,Female,$75-125k,sporadic
474468,1.0583,56,College,White,Male,$125k or more,always
474469,0.9456,79,Some college,White,Female,$40-75k,always
474471,0.4915,59,College,Black,Female,Less than $40k,sporadic
474472,1.1621,36,College,White,Female,$125k or more,sporadic
474473,1.4455,40,College,White,Female,$125k or more,sporadic
474474,0.8419,23,Some college,White,Male,Less than $40k,rarely/never
474475,0.6943,66,Some college,Black,Female,$125k or more,sporadic
474476,0.3936,60,Some college,Black,Male,Less than $40k,sporadic
474477,1.0757,25,Some college,Black,Female,Less than $40k,always
484797,1.0105,49,High school or less,White,Male,$75-125k,sporadic
474479,0.928,52,Some college,White,Male,$40-75k,always
474480,0.3608,75,College,Black,Female,$40-75k,always
474482,0.6729,31,College,Hispanic,Female,$40-75k,rarely/never
474484,1.3128,56,High school or less,White,Female,$40-75k,sporadic
474485,0.7208,68,College,White,Male,$40-75k,always
474486,2.5879,29,High school or less,Black,Male,$40-75k,rarely/never
474487,0.5309,44,College,Black,Male,$40-75k,sporadic
484809,0.5948,47,Some college,Hispanic,Female,$40-75k,sporadic
474489,0.7933,57,High school or less,Hispanic,Male,Less than $40k,rarely/never
474490,1.2231,51,Some college,White,Female,Less than $40k,sporadic
474491,0.8269,29,College,White,Male,$75-125k,sporadic
474492,0.9261,64,High school or less,White,Female,Less than $40k,sporadic
474493,1.5977,37,High school or less,White,Female,$125k or more,sporadic
474495,0.635,39,College,Black,Female,$75-125k,rarely/never
474496,0.689,53,College,Other/Mixed,Male,$75-125k,sporadic
474497,1.2953,29,Some college,Hispanic,Male,$40-75k,sporadic
474498,0.8678,66,Some college,White,Male,$75-125k,always
474500,0.8744,40,Some college,Black,Female,$75-125k,always
474501,0.8018,58,College,White,Male,$75-125k,rarely/never
474502,1.4169,30,High school or less,White,Female,$75-125k,always
474503,0.8289,68,High school or less,White,Male,Less than $40k,sporadic
474504,0.8261,84,Some college,White,Female,Less than $40k,sporadic
474505,0.9676,72,College,White,Male,$125k or more,always
474506,0.7641,39,Some college,Black,Female,Less than $40k,sporadic
474507,0.7258,71,College,White,Male,$75-125k,always
474508,0.8401,64,Some college,White,Male,Less than $40k,always
474509,0.9264,80,College,White,Male,$125k or more,always
474511,0.7391,50,High school or less,Hispanic,Male,$40-75k,sporadic
474514,2.4129,27,High school or less,Hispanic,Male,$40-75k,always
474515,1.0956,45,College,White,Female,$75-125k,always
474520,0.8216,28,Some college,White,Male,Less than $40k,rarely/never
474523,1.5561,39,High school or less,Hispanic,Female,$75-125k,sporadic
474524,0.7017,47,Some college,Hispanic,Female,$75-125k,always
474525,0.7646,44,Some college,Hispanic,Female,Less than $40k,sporadic
474526,0.5464,50,Some college,Black,Male,Less than $40k,sporadic
474527,0.7206,69,College,White,Male,$75-125k,sporadic
484850,1.0067,70,High school or less,White,Female,$40-75k,sporadic
474528,0.8824,56,High school or less,Hispanic,Male,Less than $40k,sporadic
474529,1.1512,66,High school or less,White,Female,$75-125k,always
474530,1.0695,51,College,White,Male,$125k or more,sporadic
474532,1.4786,41,High school or less,Hispanic,Female,$40-75k,sporadic
474533,1.7813,30,High school or less,White,Male,Less than $40k,rarely/never
474535,0.908,45,High school or less,Hispanic,Male,$40-75k,sporadic
474536,0.8865,28,Some college,White,Male,$40-75k,rarely/never
474537,0.6485,41,Some college,Black,Male,Less than $40k,sporadic
474538,0.5163,42,College,Hispanic,Male,$75-125k,sporadic
474539,0.4206,65,Some college,Black,Male,$40-75k,always
484864,1.7305,31,High school or less,Black,Male,Less than $40k,rarely/never
474541,1.4068,39,High school or less,White,Female,$75-125k,rarely/never
484866,0.8269,29,College,White,Male,$125k or more,always
474542,1.0894,42,Some college,White,Male,$75-125k,rarely/never
474544,0.7871,29,College,Hispanic,Female,$40-75k,sporadic
474545,1.3135,55,College,White,Female,$125k or more,sporadic
474546,1.0014,45,College,Other/Mixed,Female,$125k or more,sporadic
474547,0.9198,26,College,Hispanic,Male,$40-75k,always
474548,0.3378,70,College,Black,Male,$125k or more,always
474550,1.6185,25,Some college,Black,Male,Less than $40k,always
474552,0.7988,68,College,White,Female,$40-75k,always
474553,0.3894,66,College,Black,Female,$40-75k,always
484880,3.0386,28,High school or less,Other/Mixed,Female,$40-75k,rarely/never
474554,1.1354,81,High school or less,White,Female,$75-125k,sporadic
474555,1.4455,42,College,White,Female,$125k or more,sporadic
474556,0.5375,77,Some college,Hispanic,Male,$125k or more,rarely/never
474557,1.1922,82,High school or less,Other/Mixed,Female,$75-125k,always
474558,0.9051,68,Some college,White,Female,$75-125k,sporadic
474559,0.9261,60,High school or less,White,Female,Less than $40k,sporadic
474560,1.0064,65,High school or less,White,Female,$75-125k,always
474561,0.4975,71,Some college,Hispanic,Male,$40-75k,sporadic
474562,1.4698,42,High school or less,White,Female,$40-75k,sporadic
474563,0.7411,59,Some college,Black,Female,$40-75k,always
474564,0.991,72,High school or less,White,Male,$40-75k,sporadic
474565,0.4262,63,College,Hispanic,Female,$75-125k,always
474566,0.3743,61,College,Hispanic,Male,$125k or more,always
474567,1.063,59,High school or less,White,Male,$75-125k,sporadic
474568,0.7529,69,College,White,Male,$40-75k,sporadic
474569,0.8243,60,College,White,Male,$75-125k,always
474570,0.835,42,Some college,Hispanic,Female,Less than $40k,rarely/never
474571,0.4719,72,Some college,Black,Female,Less than $40k,sporadic
474572,1.143,66,High school or less,White,Female,$75-125k,always
474573,0.834,78,Some college,White,Male,$40-75k,sporadic
474576,0.8055,50,Some college,Black,Female,$75-125k,sporadic
474579,0.67490000000000000,59,College,Black,Female,$125k or more,always
474580,0.834,64,Some college,White,Male,$40-75k,always
474583,0.7988,82,College,White,Female,$40-75k,sporadic
474586,0.3743,65,College,Hispanic,Male,$125k or more,sporadic
474587,0.9252,72,High school or less,White,Female,Less than $40k,sporadic
474588,0.3936,62,Some college,Black,Male,$40-75k,sporadic
474589,0.9511,82,College,White,Male,$125k or more,always
474590,0.983,76,College,White,Female,$125k or more,always
474591,1.0767,45,College,White,Male,$125k or more,sporadic
474592,1.2453,83,Some college,White,Female,$125k or more,always
474593,0.4072,47,College,Hispanic,Male,$125k or more,sporadic
474594,1.5797,57,High school or less,White,Female,$75-125k,always
474595,1.0583,49,College,White,Male,$125k or more,always
474596,0.3965,84,College,Black,Male,$125k or more,sporadic
474600,0.7935,73,College,White,Female,$40-75k,always
474601,1.0659,39,College,White,Male,$75-125k,always
474603,1.3368,54,High school or less,White,Female,Less than $40k,sporadic
474604,0.7835,78,College,White,Male,$125k or more,sporadic
474605,1.5279,44,Some college,White,Male,$125k or more,rarely/never
474606,0.9676,77,College,White,Male,$125k or more,rarely/never
474607,1.0839,51,High school or less,White,Male,$40-75k,sporadic
474612,1.1025,79,Some college,White,Female,$40-75k,sporadic
474613,0.9261,67,High school or less,White,Female,Less than $40k,always
474614,0.3675,62,Some college,Black,Male,Less than $40k,sporadic
474615,0.6577,65,College,White,Male,Less than $40k,always
474616,0.4758,65,Some college,Black,Female,$40-75k,always
484944,1.0267,29,College,White,Female,$125k or more,sporadic
474617,0.7349,85,College,White,Female,Less than $40k,always
474618,0.9676,73,College,White,Male,$125k or more,always
474619,0.9511,64,College,White,Male,$125k or more,always
474620,1.1931,44,College,White,Female,$125k or more,always
474621,1.4632,44,Some college,White,Female,$40-75k,sporadic
474622,0.7513,76,College,Other/Mixed,Male,$125k or more,always
474624,1.2679,28,College,White,Female,$125k or more,rarely/never
484953,0.5523,73,College,White,Male,Less than $40k,rarely/never
474625,0.9726,36,College,Other/Mixed,Male,$125k or more,sporadic
474626,1.0844,55,College,White,Male,$125k or more,sporadic
474627,0.7584,65,Some college,White,Male,Less than $40k,sporadic
474629,1.1715,26,Some college,Hispanic,Female,$40-75k,rarely/never
484959,0.3232,61,College,Hispanic,Male,$125k or more,always
474631,1.0223,23,Some college,White,Male,$75-125k,always
474632,0.8961,63,High school or less,White,Male,Less than $40k,always
474633,1.2779,35,College,White,Male,$125k or more,sporadic
474634,1.3883,42,High school or less,White,Male,$75-125k,sporadic
474635,0.4264,64,College,Black,Female,$75-125k,always
474636,1.6448,52,High school or less,White,Male,$40-75k,sporadic
474637,0.928,54,Some college,White,Male,Less than $40k,always
474638,1.0267,68,College,White,Female,$125k or more,always
474639,1.0217,58,High school or less,White,Male,Less than $40k,sporadic
474640,0.9676,69,College,White,Male,$125k or more,rarely/never
474641,0.7605,27,College,White,Male,$75-125k,sporadic
474642,0.4638,64,Some college,Hispanic,Male,$75-125k,always
474643,1.4455,42,College,White,Female,$125k or more,always
474644,0.8002,41,Some college,Hispanic,Male,$40-75k,sporadic
474646,1.159,51,High school or less,White,Female,Less than $40k,rarely/never
474647,0.3085,73,College,Black,Male,$40-75k,always
484978,0.3353,62,College,Black,Male,$75-125k,always
474648,0.9673,81,High school or less,White,Female,$40-75k,always
474649,2.1694,27,High school or less,Hispanic,Male,$40-75k,rarely/never
474650,0.9995,65,High school or less,White,Female,Less than $40k,sporadic
474651,1.2191,49,High school or less,White,Female,$125k or more,sporadic
474653,0.7349,72,College,White,Female,$40-75k,sporadic
474654,0.8678,67,Some college,White,Male,$75-125k,always
474655,0.9919,68,High school or less,Hispanic,Female,Less than $40k,sporadic
474656,0.8828,25,College,Hispanic,Female,$75-125k,rarely/never
474657,0.7904,67,College,Other/Mixed,Male,$125k or more,sporadic
474658,1.115,25,High school or less,White,Female,Less than $40k,always
474660,0.9211,25,High school or less,White,Male,$40-75k,rarely/never
474661,1.2818,53,College,White,Female,$125k or more,sporadic
474663,0.544,39,College,Hispanic,Male,$40-75k,sporadic
474665,0.7646,70,College,White,Female,$75-125k,always
474666,0.9219,59,Some college,White,Male,$40-75k,always
474667,1.1355,28,Some college,Hispanic,Female,$40-75k,rarely/never
474668,1.3016,42,Some college,White,Male,$125k or more,sporadic
474670,0.5751,51,College,Hispanic,Female,$125k or more,sporadic
474671,1.3883,42,High school or less,White,Male,$75-125k,rarely/never
474672,0.6553,62,High school or less,Hispanic,Male,Less than $40k,sporadic
474673,0.8683,64,College,White,Female,$75-125k,sporadic
474674,0.9046,38,College,White,Male,$75-125k,rarely/never
474676,0.6866,46,Some college,Black,Female,Less than $40k,rarely/never
474677,1.2671,32,High school or less,Black,Female,Less than $40k,rarely/never
474683,1.5225,40,Some college,Other/Mixed,Female,$125k or more,rarely/never
474685,1.3269,28,Some college,Hispanic,Male,$40-75k,rarely/never
485018,0.8383,32,College,Hispanic,Female,$125k or more,sporadic
474687,0.9117,72,High school or less,Hispanic,Female,Less than $40k,always
474688,1.188,29,Some college,White,Female,$40-75k,always
474689,1.178,51,Some college,White,Female,$75-125k,rarely/never
474690,1.0493,54,Some college,White,Female,Less than $40k,rarely/never
474691,0.7965,58,College,White,Male,$75-125k,sporadic
474692,1.4068,40,High school or less,White,Female,$75-125k,rarely/never
474694,1.0374,53,High school or less,White,Male,$75-125k,sporadic
474695,0.4655,56,College,Black,Male,$75-125k,always
474697,1.0825,61,High school or less,Hispanic,Female,Less than $40k,sporadic
474699,1.6401,66,High school or less,White,Female,Less than $40k,rarely/never
474700,1.0457,66,Some college,White,Female,$75-125k,always
474701,0.8694,37,College,White,Male,Less than $40k,rarely/never
474702,0.9046,42,College,White,Male,$75-125k,always
474703,0.9067,74,Some college,White,Male,$40-75k,rarely/never
474704,0.7852,78,College,White,Female,$40-75k,always
474705,0.4264,67,College,Black,Female,$75-125k,always
474706,1.3424,69,High school or less,White,Female,$125k or more,sporadic
474708,0.7029,73,College,White,Female,Less than $40k,sporadic
474710,1.2414,54,Some college,White,Male,$125k or more,always
474711,0.8913,66,Some college,White,Female,$40-75k,sporadic
474712,0.3984,68,Some college,Hispanic,Male,$40-75k,sporadic
474713,1.4106,38,College,White,Female,$125k or more,sporadic
474714,1.1653,64,Some college,White,Male,$125k or more,always
474716,0.9085,36,Some college,Hispanic,Female,Less than $40k,sporadic
474717,1.4312,79,High school or less,White,Female,Less than $40k,rarely/never
474718,0.9442,26,College,White,Female,$75-125k,always
474719,0.9726,33,College,Other/Mixed,Male,$125k or more,rarely/never
474721,0.2637,83,College,Hispanic,Male,$40-75k,always
474722,0.7138,54,Some college,Hispanic,Female,$75-125k,sporadic
474724,0.9209,56,Some college,White,Male,$125k or more,rarely/never
474726,1.7879,47,High school or less,White,Male,$75-125k,sporadic
474728,0.7529,63,College,White,Male,$40-75k,rarely/never
474729,1.0341,77,College,White,Female,$125k or more,sporadic
474730,1.6689,22,High school or less,White,Female,$125k or more,always
485065,1.0856,28,Some college,White,Female,Less than $40k,rarely/never
474731,1.2526,38,High school or less,White,Male,$75-125k,rarely/never
474732,0.4107,59,College,Hispanic,Male,$125k or more,sporadic
474733,1.3453,74,Some college,White,Female,$125k or more,sporadic
474738,0.6586,36,College,Black,Female,$40-75k,sporadic
474740,1.1763,59,High school or less,White,Female,$40-75k,rarely/never
474741,1.3059,56,Some college,White,Male,$125k or more,sporadic
474742,1.2147,43,College,White,Male,$125k or more,sporadic
474745,0.4096,61,Some college,Black,Male,$75-125k,sporadic
474746,0.726,28,College,White,Male,$40-75k,rarely/never
474747,0.7792,45,College,Other/Mixed,Female,$40-75k,sporadic
474749,0.9697,29,College,White,Female,$40-75k,always
474750,1.3447,37,Some college,White,Female,$40-75k,sporadic
474751,1.3452,55,High school or less,White,Female,$40-75k,rarely/never
474752,0.7529,81,College,White,Male,$40-75k,sporadic
474753,1.0221,59,Some college,White,Female,Less than $40k,sporadic
474754,1.749,38,High school or less,Hispanic,Female,Less than $40k,sporadic
474755,0.9116,73,High school or less,White,Male,Less than $40k,rarely/never
474756,0.4849,50,College,Hispanic,Female,$125k or more,rarely/never
474757,0.4026,75,Some college,Black,Male,$75-125k,sporadic
474758,1.0088,51,Some college,White,Male,$40-75k,sporadic
474760,1.2057,43,College,White,Female,$75-125k,always
474761,1.9923,52,High school or less,White,Female,$40-75k,sporadic
474762,1.7407,40,Some college,White,Female,$125k or more,rarely/never
474763,1.1986,57,High school or less,White,Male,$125k or more,sporadic
474764,0.8618,87,Some college,White,Male,Less than $40k,sporadic
